Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.2,898.90887,5594.00000,342.00000
ET---0.2,499.49496,4832.00000,36.00000
E---2.0,344.43718,4552.00000,1.00000
E-SAT---2.0,324.30299,4493.00000,0.00000
CVC4---1.5.2,287.10490,4135.00000,16.00000
Isabelle---2016,240.33535,3977.00000,0.00000
Isabelle-HOT---2016,231.18295,3917.00000,0.00000
iProver---2.6,208.52667,3360.00000,2.00000
SInE---0.4,191.50914,3340.00000,0.00000
SRASS---0.1,187.96944,3427.00000,1.00000
Fampire---1.3,181.73772,3313.00000,1.00000
Z3---4.4.1,166.27283,3083.00000,1.00000
ePrincess---1.0,154.02506,3050.00000,1.00000
Princess---160606,143.02930,2944.00000,0.00000
SPASS---3.9,139.81508,2976.00000,0.00000
SNARK---20120808r022,129.09312,2757.00000,0.00000
Prover9---1109a,120.34189,2426.00000,0.00000
leanCoP---2.2,118.98360,2475.00000,0.00000
Beagle---0.9.47,108.28608,2547.00000,0.00000
E-Darwin---1.5,99.22696,2327.00000,0.00000
Equinox---5.0,97.79775,2152.00000,0.00000
Darwin---1.4.5,94.54784,2139.00000,1.00000
LEO-II---1.7.0,93.34396,2306.00000,0.00000
iProver-Eq---0.85,83.23072,1991.00000,0.00000
iProverMo---0.7-0.3,80.39105,1820.00000,0.00000
Zipperpin---0.4,79.38146,2050.00000,0.00000
Bliksem---1.12,79.24972,1658.00000,14.00000
Muscadet---4.5,76.13017,1489.00000,0.00000
Metis---2.3,75.34224,1869.00000,1.00000
Geo-III---2016C,64.12761,1336.00000,10.00000
SuperZenon---0.0.1,54.80256,1491.00000,0.00000
Zenon---0.7.1,51.57702,1424.00000,0.00000
ZenonModulo---0.4.1,45.13418,1307.00000,0.00000
SOS---2.0,32.82741,1007.00000,0.00000
Faust---1.0,14.30329,460.00000,0.00000
Paradox---3.0,12.86361,379.00000,0.00000
Otter---3.3,1.36530,43.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
CVC4-SAT---1.5.2,0.00000,0.00000,0.00000
SPASS-XDB---0.8,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
Gandalf---c-2.6,0.00000,0.00000,0.00000
Scavenger---EP-0.1,0.00000,0.00000,0.00000
DCTP---1.31,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
iProver-SAT---2.6,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
S-SETHEO---0.0,0.00000,0.00000,0.00000
iProverMo-TF0---2.5-0.1,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
Twee---1.0,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Zipperpin-TFF---0.4,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
HOLyHammer---140616,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
Leo-III---1.0,0.00000,0.00000,0.00000
Waldmeister---710,0.00000,0.00000,0.00000
CiME---2.01,0.00000,0.00000,0.00000
CVC4-TFF---1.5.2,0.00000,0.00000,0.00000
FDP---0.9.16,0.00000,0.00000,0.00000
CVC4-TFN---1.5.2,0.00000,0.00000,0.00000
Satallax---3.2,0.00000,0.00000,0.00000
Vampire-SAT---4.2,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
DarwinFM---1.4.5,0.00000,0.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
