Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.5,587.20616,5480.00000,186.00000
Enigma---0.4,337.66032,5119.00000,5.00000
ET---2.0,336.37851,5065.00000,7.00000
E---2.5,304.88928,4926.00000,1.00000
CSE_E---1.1,302.13416,4903.00000,12.00000
E-SAT---2.5,259.05446,4727.00000,1.00000
GKC---0.4,219.78788,4081.00000,7.00000
CVC4---1.7,218.77971,4231.00000,16.00000
Leo-III---1.4,182.68327,3936.00000,9.00000
Isabelle---2016,182.25106,4029.00000,0.00000
Isabelle-HOT---2016,175.28470,3971.00000,0.00000
iProver---3.0,162.76446,3806.00000,1.00000
Vampire-SAT---4.5,159.08405,3872.00000,0.00000
iProver-SAT---3.0,143.46085,3526.00000,8.00000
SInE---0.4,141.66563,3427.00000,0.00000
Fampire---1.3,139.71672,3414.00000,3.00000
SRASS---0.1,136.51153,3389.00000,1.00000
Z3---4.8.9.0,131.96322,3177.00000,5.00000
ePrincess---1.0,118.12615,3129.00000,1.00000
Princess---170717,108.65965,3007.00000,0.00000
SPASS---3.9,105.36335,3061.00000,0.00000
CVC4-SAT---1.7,102.58076,2800.00000,2.00000
SNARK---20120808r022,94.51268,2832.00000,0.00000
Zipperpin---1.5,91.19612,2840.00000,0.00000
Prover9---1109a,89.95935,2495.00000,0.00000
leanCoP---2.2,87.60546,2564.00000,0.00000
CSE---1.2,84.24119,2332.00000,0.00000
Beagle---0.9.47,81.52378,2628.00000,0.00000
Equinox---6.0.1a,81.16691,2489.00000,0.00000
nanoCoP---1.1,79.62999,2438.00000,1.00000
ZenonModulo---0.4.2,75.35988,1633.00000,0.00000
E-Darwin---1.5,72.90258,2370.00000,0.00000
LEO-II---1.7.0,71.14052,2382.00000,0.00000
Darwin---1.4.5,69.48308,2198.00000,1.00000
iProver-Eq---0.85,59.51555,1953.00000,0.00000
Muscadet---4.5,59.49808,1511.00000,2.00000
Twee---2.2,58.75282,1507.00000,0.00000
Metis---2.4,58.43233,1905.00000,1.00000
Geo-III---2018C,55.38875,1469.00000,10.00000
Bliksem---1.12,52.64955,1702.00000,0.00000
iProverMo---2.5-0.1,42.83073,1454.00000,0.00000
SuperZenon---0.0.1,42.63008,1533.00000,0.00000
Zenon---0.7.1,41.55582,1487.00000,0.00000
PyRes---1.2,27.93903,1145.00000,0.00000
SOS---2.0,25.74070,1040.00000,0.00000
Faust---1.0,9.71406,413.00000,0.00000
Otter---3.3,7.53934,266.00000,0.00000
RPx---0.1,5.02530,214.00000,0.00000
DarwinFM---1.4.5,0.60152,21.00000,0.00000
Paradox---4.0,0.38488,15.00000,0.00000
Scavenger---EP-0.2,0.07405,3.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
Waldmeister---710,0.00000,0.00000,0.00000
MaedMax---1.3,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
Moca---0.1,0.00000,0.00000,0.00000
CiME---2.01,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
Satallax---3.4,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
Gandalf---c-2.6,0.00000,0.00000,0.00000
DCTP---1.31,0.00000,0.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
S-SETHEO---0.0,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
HOLyHammer---0.21,0.00000,0.00000,0.00000
SPASS-XDB---0.8,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
FDP---0.9.16,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
