Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.6.1,545.16724,5807.00000,126.00000
Enigma---0.5.1,373.11200,5460.00000,26.00000
ET---2.0,298.87551,5110.00000,8.00000
CSE_E---1.3,287.62163,5185.00000,4.00000
E---2.6.X,239.61260,4879.00000,1.00000
E-SAT---2.6.X,232.12917,4774.00000,1.00000
iProver---3.5,212.79901,4485.00000,5.00000
GKC---0.7,211.65144,4490.00000,3.00000
cvc5---1.0,211.36894,4319.00000,21.00000
Leo-III---1.6.6,193.23403,4163.00000,19.00000
Etableau---0.67,176.09267,4256.00000,1.00000
Isabelle---2016,170.08521,4029.00000,0.00000
Isabelle-HOT---2016,163.99784,3968.00000,0.00000
Zipperpin---2.1,152.14511,3992.00000,0.00000
Vampire-SAT---4.6.1,147.84813,3974.00000,1.00000
SATCoP---0.1,139.52450,3408.00000,1.00000
Fampire---1.3,136.86812,3572.00000,3.00000
SInE---0.4,127.94439,3427.00000,0.00000
SRASS---0.1,124.95289,3389.00000,1.00000
Z3---4.8.9.0,120.25737,3154.00000,4.00000
ePrincess---1.0,110.25689,3096.00000,2.00000
Drodi---3.3.3,107.42069,3363.00000,0.00000
SPASS---3.9,103.24001,3211.00000,0.00000
Princess---170717,101.30203,3002.00000,0.00000
cvc5-SAT---1.0,94.56303,2823.00000,3.00000
SNARK---20120808r022,89.81278,2937.00000,0.00000
leanCoP---2.2,80.46347,2588.00000,0.00000
Equinox---6.0.1a,78.11334,2565.00000,0.00000
Beagle---0.9.47,75.55425,2647.00000,0.00000
nanoCoP---1.1,75.45884,2493.00000,1.00000
CSE---1.4,74.39206,2322.00000,1.00000
Prover9---1109a,73.48751,2133.00000,2.00000
E-Darwin---1.5,69.22775,2448.00000,0.00000
Darwin---1.4.5,68.63135,2332.00000,1.00000
LEO-II---1.7.0,68.32615,2467.00000,0.00000
Twee---2.4,67.27344,1683.00000,6.00000
ZenonModulo---0.4.2,66.15073,1628.00000,0.00000
Metis---2.4,54.92687,1990.00000,0.00000
iProver-Eq---0.85,54.62016,1953.00000,0.00000
Geo-III---2018C,54.02447,1516.00000,10.00000
Bliksem---1.12,53.95412,1844.00000,0.00000
lazyCoP---0.1,52.77732,1848.00000,0.00000
iProverMo---2.5-0.1,40.36755,1493.00000,0.00000
Otter---3.3,39.65679,1632.00000,0.00000
SuperZenon---0.0.1,39.27587,1541.00000,0.00000
Zenon---0.7.1,36.92398,1467.00000,0.00000
PyRes---1.3,27.71337,1207.00000,0.00000
SOS---2.0,26.76323,1084.00000,1.00000
RPx---1.0,19.48581,862.00000,0.00000
Goeland---1.0.0,13.13338,572.00000,0.00000
DarwinFM---1.4.5,11.16114,486.00000,0.00000
Paradox---4.0,9.47758,427.00000,0.00000
Faust---1.0,8.82284,413.00000,0.00000
CSE-F---1.0,0.51848,23.00000,0.00000
JavaRes---1.3.0,0.36902,18.00000,0.00000
Scavenger---EP-0.1,0.06588,3.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
S-SETHEO---0.0,0.00000,0.00000,0.00000
Gandalf---c-2.6,0.00000,0.00000,0.00000
FDP---0.9.16,0.00000,0.00000,0.00000
CiME---2.01,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
Moca---0.1,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
MaedMax---1.4,0.00000,0.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
Toma---0.2,0.00000,0.00000,0.00000
iProver-SAT---3.6,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Lash---1.11,0.00000,0.00000,0.00000
Satallax---3.5,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
DCTP---1.31,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
Waldmeister---710,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
HOLyHammer---0.21,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
