Algorithm,Shapley Value,Standalone Performance,Marginal Performance
iProver---3.5,85.08259,1324.00000,7.00000
Vampire---4.6.1,82.41498,1310.00000,9.00000
Vampire-SAT---4.6.1,60.96302,1258.00000,2.00000
Z3---4.8.9.0,50.95427,1170.00000,0.00000
Darwin---1.4.5,47.73425,1209.00000,0.00000
GrAnDe---1.1,43.74291,756.00000,5.00000
Paradox---4.0,42.07701,1121.00000,1.00000
iProver-Eq---0.85,38.65063,1125.00000,0.00000
E---2.6.X,36.17622,1089.00000,0.00000
E-SAT---2.6.X,36.06511,1088.00000,0.00000
E-Darwin---1.5,35.88967,1063.00000,0.00000
Equinox---6.0.1a,33.86969,1061.00000,0.00000
DarwinFM---1.4.5,31.78418,989.00000,0.00000
cvc5-SAT---1.0,31.44132,1028.00000,0.00000
Etableau---0.67,26.26940,882.00000,0.00000
SPASS---3.9,25.93014,894.00000,0.00000
Drodi---3.3.3,25.91727,909.00000,0.00000
Beagle---0.9.47,24.48914,851.00000,1.00000
Metis---2.4,24.32101,865.00000,0.00000
cvc5---1.0,23.58788,807.00000,0.00000
CSE_E---1.3,23.28757,801.00000,0.00000
iProver-SAT---3.6,22.34096,391.00000,0.00000
Isabelle---2016,22.21631,786.00000,0.00000
Isabelle-HOT---2016,22.11829,783.00000,0.00000
Bliksem---1.12,21.39102,804.00000,0.00000
Geo-III---2018C,21.36087,792.00000,0.00000
Leo-III---1.6.6,20.79654,759.00000,0.00000
Zipperpin---2.1,20.36922,773.00000,0.00000
DCTP---1.31,20.18060,611.00000,0.00000
SATCoP---0.1,19.03322,733.00000,0.00000
GKC---0.7,18.09305,673.00000,0.00000
RPx---1.0,17.43024,566.00000,0.00000
FDP---0.9.16,17.09828,556.00000,0.00000
Nitpick---2016,16.62561,330.00000,0.00000
iProverMo---2.5-0.1,16.17070,634.00000,0.00000
PyRes---1.3,16.08894,677.00000,0.00000
Prover9---1109a,15.64607,649.00000,0.00000
SNARK---20120808r022,15.28139,638.00000,0.00000
Enigma---0.5.1,12.65180,435.00000,0.00000
ZenonModulo---0.4.2,12.21068,539.00000,0.00000
Otter---3.3,11.93436,559.00000,0.00000
CSE---1.4,11.69071,514.00000,0.00000
Crossbow---0.1,11.46412,186.00000,0.00000
SOS---2.0,11.24686,528.00000,0.00000
Fampire---1.3,11.18300,413.00000,0.00000
lazyCoP---0.1,10.38334,489.00000,0.00000
Gandalf---c-2.6,10.37213,415.00000,0.00000
Mace4---1109a,10.26811,241.00000,0.00000
Twee---2.4,9.49361,412.00000,0.00000
Faust---1.0,9.06424,430.00000,0.00000
S-SETHEO---0.0,8.87169,373.00000,0.00000
LEO-II---1.7.0,7.55256,354.00000,0.00000
SETHEO---3.3,7.26500,324.00000,0.00000
Zenon---0.7.1,6.48305,285.00000,0.00000
Princess---170717,6.39562,273.00000,0.00000
SuperZenon---0.0.1,6.29889,280.00000,0.00000
ET---2.0,6.16215,273.00000,0.00000
CARINE---0.734,6.11358,277.00000,0.00000
SInE---0.4,6.04083,275.00000,0.00000
SRASS---0.1,5.89971,267.00000,0.00000
nanoCoP---1.1,5.37286,255.00000,0.00000
leanCoP---2.2,5.06388,246.00000,0.00000
ePrincess---1.0,4.24655,220.00000,0.00000
Refute---2015,3.83876,96.00000,0.00000
Goeland---1.0.0,3.45320,182.00000,0.00000
CSE-F---1.0,1.52859,60.00000,0.00000
JavaRes---1.3.0,1.10078,57.00000,0.00000
Moca---0.1,0.40099,19.00000,0.00000
Scavenger---EP-0.1,0.05882,1.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
Satallax---3.5,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
MaedMax---1.4,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
HOLyHammer---0.21,0.00000,0.00000,0.00000
Lash---1.11,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
CiME---2.01,0.00000,0.00000,0.00000
Toma---0.2,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
Waldmeister---710,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
