Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Waldmeister---710,88.33407,832.00000,26.00000
Twee---2.0,51.45947,749.00000,2.00000
E-SAT---2.1,49.72291,768.00000,0.00000
E---2.1,49.72291,768.00000,0.00000
Prover9---1109a,43.61547,688.00000,1.00000
Bliksem---1.12,40.20436,681.00000,1.00000
Vampire---4.2,38.38815,725.00000,0.00000
Gandalf---c-2.6,31.87655,628.00000,0.00000
Isabelle---2016,30.97305,658.00000,0.00000
Isabelle-HOT---2016,30.78837,659.00000,0.00000
Fiesta---2,29.30082,633.00000,0.00000
SNARK---20120808r022,26.12851,590.00000,0.00000
LEO-II---1.7.0,25.46144,594.00000,0.00000
SPASS---3.9,25.17466,586.00000,0.00000
CVC4---1.5.2,24.66488,467.00000,0.00000
EQP---0.9e,24.59339,571.00000,0.00000
Matita---1.0,23.70130,551.00000,0.00000
Metis---2.3,22.75737,543.00000,0.00000
CiME---2.01,21.90560,519.00000,0.00000
iProver-Eq---0.85,19.38421,493.00000,0.00000
Beagle---0.9.47,19.37692,496.00000,0.00000
Zipperpin---1.4,18.91737,489.00000,0.00000
DCTP---1.31,17.95065,472.00000,0.00000
Vampire-SAT---4.2,14.89975,405.00000,0.00000
E-Darwin---1.5,14.41866,393.00000,0.00000
Z3---4.4.1,13.23735,314.00000,0.00000
CVC4-SAT---1.5.2,9.45274,225.00000,0.00000
Geo-III---2016C,9.43080,272.00000,0.00000
FDP---0.9.16,7.87590,231.00000,0.00000
Equinox---6.0.1a,6.21885,173.00000,0.00000
Darwin---1.4.5,6.00861,183.00000,0.00000
SOS---2.0,5.27954,166.00000,0.00000
iProver---2.6,4.81314,148.00000,0.00000
S-SETHEO---0.0,4.44328,118.00000,0.00000
Faust---1.0,4.34091,129.00000,0.00000
iProver-SAT---2.6,3.97760,128.00000,0.00000
iProverMo---2.5-0.1,1.18809,37.00000,0.00000
ZenonModulo---0.4.1,0.74150,27.00000,0.00000
Paradox---4.0,0.27085,10.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
SInE---0.4,0.00000,0.00000,0.00000
HOLyHammer---140616,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
Otter---3.3,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
SuperZenon---0.0.1,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
Princess---170717,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
SPASS-XDB---0.8,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
Fampire---1.3,0.00000,0.00000,0.00000
ePrincess---1.0,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
lean-nanoCoP---1.0,0.00000,0.00000,0.00000
Leo-III---1.2,0.00000,0.00000,0.00000
SRASS---0.1,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
leanCoP---2.2,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
Zenon---0.7.1,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
DarwinFM---1.4.5,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
Satallax---3.2,0.00000,0.00000,0.00000
