Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Waldmeister---710,79.16277,929.00000,25.00000
Twee---2.4,65.44164,939.00000,10.00000
CSE_E---1.3,55.48013,932.00000,3.00000
E---2.6.X,47.58050,897.00000,1.00000
E-SAT---2.6.X,46.60431,896.00000,0.00000
Prover9---1109a,43.31236,816.00000,2.00000
Bliksem---1.12,36.31344,796.00000,0.00000
Leo-III---1.6.6,35.61557,840.00000,0.00000
Vampire---4.6.1,35.14708,823.00000,0.00000
Etableau---0.67,31.07420,795.00000,0.00000
iProver---3.5,29.20461,764.00000,0.00000
GKC---0.7,25.08623,690.00000,0.00000
MaedMax---1.4,24.79123,703.00000,0.00000
Fiesta---2,24.32054,704.00000,0.00000
Drodi---3.3.3,24.14004,699.00000,0.00000
Isabelle---2016,23.51538,677.00000,0.00000
Isabelle-HOT---2016,23.41097,679.00000,0.00000
SNARK---20120808r022,23.15655,669.00000,0.00000
Gandalf---c-2.6,22.53761,628.00000,0.00000
Zipperpin---2.1,21.69810,659.00000,0.00000
cvc5---1.0,21.59666,512.00000,1.00000
SPASS---3.9,21.41473,660.00000,0.00000
EQP---0.9e,21.00302,640.00000,0.00000
LEO-II---1.7.0,20.83771,657.00000,0.00000
Metis---2.4,20.76865,627.00000,0.00000
Matita---1.0,20.52108,630.00000,0.00000
cvc5-SAT---1.0,16.99211,404.00000,1.00000
Beagle---0.9.47,16.55298,558.00000,0.00000
CiME---2.01,16.15400,526.00000,0.00000
Otter---3.3,15.61893,537.00000,0.00000
iProver-Eq---0.85,14.05912,493.00000,0.00000
Vampire-SAT---4.6.1,13.13538,467.00000,0.00000
DCTP---1.31,13.03111,472.00000,0.00000
Geo-III---2018C,11.65231,375.00000,0.00000
E-Darwin---1.5,11.58662,417.00000,0.00000
Z3---4.8.9.0,11.22679,338.00000,0.00000
Moca---0.1,8.80995,340.00000,0.00000
Equinox---6.0.1a,5.80618,218.00000,0.00000
FDP---0.9.16,5.70268,231.00000,0.00000
SATCoP---0.1,5.45119,214.00000,0.00000
Toma---0.2,5.36002,209.00000,0.00000
Darwin---1.4.5,4.69592,193.00000,0.00000
SOS---2.0,4.42502,183.00000,0.00000
lazyCoP---0.1,3.80699,160.00000,0.00000
Faust---1.0,3.22474,129.00000,0.00000
S-SETHEO---0.0,3.16803,118.00000,0.00000
CSE---1.4,3.14375,135.00000,0.00000
PyRes---1.3,2.50032,110.00000,0.00000
RPx---1.0,1.13726,50.00000,0.00000
iProverMo---2.5-0.1,0.86447,37.00000,0.00000
ZenonModulo---0.4.2,0.79624,37.00000,0.00000
Paradox---4.0,0.20180,10.00000,0.00000
DarwinFM---1.4.5,0.16098,8.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
Zenon---0.7.1,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
Lash---1.11,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
ePrincess---1.0,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
Goeland---1.0.0,0.00000,0.00000,0.00000
Enigma---0.5.1,0.00000,0.00000,0.00000
Scavenger---EP-0.1,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
SInE---0.4,0.00000,0.00000,0.00000
CSE-F---1.0,0.00000,0.00000,0.00000
SRASS---0.1,0.00000,0.00000,0.00000
leanCoP---2.2,0.00000,0.00000,0.00000
JavaRes---1.3.0,0.00000,0.00000,0.00000
Princess---170717,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
nanoCoP---1.1,0.00000,0.00000,0.00000
HOLyHammer---0.21,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
Fampire---1.3,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
iProver-SAT---3.6,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
SuperZenon---0.0.1,0.00000,0.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Satallax---3.5,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
