Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.5.1,1647.41546,16681.00000,264.00000
E---2.6,909.70441,14310.00000,6.00000
E-SAT---2.6,867.52372,14024.00000,2.00000
Leo-III---1.5.6,836.62620,12027.00000,43.00000
CVC4---1.9,750.85837,11764.00000,31.00000
Vampire-SAT---4.5.1,716.43284,11241.00000,28.00000
Zipperpin---2.0,688.61680,11252.00000,34.00000
iProver---3.5,636.99502,11514.00000,20.00000
CSE_E---1.2,611.11386,10690.00000,18.00000
Isabelle---2016,601.62364,11133.00000,1.00000
Isabelle-HOT---2016,594.52318,11058.00000,1.00000
iProver-SAT---3.5,576.57713,10843.00000,18.00000
CVC4-SAT---1.9,563.77409,9527.00000,17.00000
Z3---4.8.9.0,486.10399,8561.00000,34.00000
Enigma---0.5.1,416.47092,6392.00000,25.00000
GKC---0.5.1,367.87522,8508.00000,3.00000
Beagle---0.9.47,340.55816,7899.00000,1.00000
LEO-II---1.7.0,325.48189,6821.00000,2.00000
ET---2.0,323.49572,5452.00000,10.00000
Nitpick---2016,314.47391,1810.00000,106.00000
SPASS---3.9,311.84292,8217.00000,4.00000
Satallax---3.5,288.97471,2548.00000,14.00000
SNARK---20120808r022,283.36793,7158.00000,1.00000
Prover9---1109a,270.73243,6686.00000,10.00000
Princess---170717,259.81976,4670.00000,3.00000
E-Darwin---1.5,234.47216,6805.00000,0.00000
Drodi---3.1,229.76351,6904.00000,0.00000
Equinox---6.0.1a,217.78706,6206.00000,0.00000
Darwin---1.4.5,217.61232,6115.00000,4.00000
iProver-Eq---0.85,199.12996,5883.00000,0.00000
Geo-III---2018C,198.88450,4960.00000,10.00000
HOLyHammer---0.21,192.63066,1769.00000,4.00000
Twee---2.3.1,191.81465,4551.00000,6.00000
Bliksem---1.12,189.49530,5528.00000,0.00000
Metis---2.4,182.08326,5518.00000,1.00000
DCTP---1.31,177.97110,3575.00000,47.00000
ZenonModulo---0.4.2,175.13664,3408.00000,0.00000
Paradox---4.0,173.15064,1793.00000,1.00000
Satallax_MaLeS---1.3,171.84566,2029.00000,2.00000
CSE---1.3,162.71721,5019.00000,0.00000
Fampire---1.3,149.69121,4026.00000,1.00000
agsyHOL---1.0,145.02092,1754.00000,3.00000
SInE---0.4,142.82347,3808.00000,0.00000
Gandalf---c-2.6,139.21718,3563.00000,0.00000
SRASS---0.1,134.71929,3657.00000,0.00000
TPS---3.120601S1b,131.33303,1470.00000,17.00000
ePrincess---1.0,121.36575,3453.00000,2.00000
iProverMo---2.5-0.1,119.76161,3444.00000,1.00000
DarwinFM---1.4.5,116.52152,1593.00000,0.00000
PyRes---1.3,98.99667,3510.00000,0.00000
SPASS+T---2.2.22,95.56737,828.00000,4.00000
SOS---2.0,91.83684,3306.00000,0.00000
leanCoP---2.2,91.77976,2872.00000,0.00000
nanoCoP---1.1,89.27300,2854.00000,1.00000
Mace4---1109a,82.68941,1057.00000,1.00000
FDP---0.9.16,77.44906,2387.00000,0.00000
Waldmeister---710,76.67659,891.00000,23.00000
Refute---2015,75.41452,463.00000,0.00000
Crossbow---0.1,61.26239,726.00000,1.00000
Muscadet---4.5,60.28076,1704.00000,1.00000
cocATP---0.2.0,56.43535,730.00000,1.00000
S-SETHEO---0.0,53.03365,1768.00000,0.00000
SuperZenon---0.0.1,50.74667,1896.00000,0.00000
SPASS-XDB---0.8,49.68651,479.00000,0.00000
GrAnDe---1.1,49.56926,786.00000,14.00000
Zenon---0.7.1,48.76932,1838.00000,0.00000
Faust---1.0,46.20345,1827.00000,0.00000
Otter---3.3,38.57030,1378.00000,0.00000
SETHEO---3.3,30.72797,1100.00000,0.00000
MaedMax---1.3,28.96655,730.00000,0.00000
RPx---0.1,27.58145,1112.00000,0.00000
Fiesta---2,23.48108,661.00000,0.00000
EQP---0.9e,20.53987,604.00000,0.00000
CiME---2.01,19.44287,567.00000,0.00000
Matita---1.0,18.95662,575.00000,0.00000
CARINE---0.734,18.83908,744.00000,0.00000
Moca---0.1,17.26080,656.00000,0.00000
Etableau---0.2,6.42786,139.00000,0.00000
lazyCoP---0.1,0.43009,13.00000,0.00000
Scavenger---EP-0.2,0.17400,5.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
