Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.2,1749.70029,13461.00000,509.00000
Isabelle---2016,957.03220,10978.00000,5.00000
Isabelle-HOT---2016,946.25033,10904.00000,1.00000
ET---0.2,883.50638,10593.00000,36.00000
E---2.0,783.43560,10890.00000,1.00000
E-SAT---2.0,765.07641,10837.00000,0.00000
Z3---4.4.1,566.95269,8217.00000,36.00000
CVC4---1.5.2,536.16450,8323.00000,21.00000
LEO-II---1.7.0,525.66558,6692.00000,9.00000
iProver---2.6,482.41296,7942.00000,8.00000
Satallax---3.2,445.35595,2341.00000,24.00000
Beagle---0.9.47,411.38458,7597.00000,1.00000
SPASS---3.9,387.71404,7804.00000,1.00000
SNARK---20120808r022,364.36449,6903.00000,5.00000
Prover9---1109a,355.62598,6403.00000,19.00000
Satallax_MaLeS---1.3,334.45595,2035.00000,3.00000
Nitpick---2016,325.29568,1717.00000,109.00000
Princess---160606,315.73461,4558.00000,2.00000
E-Darwin---1.5,292.01907,6526.00000,0.00000
Darwin---1.4.5,274.64030,5870.00000,4.00000
agsyHOL---1.0,273.37024,1741.00000,9.00000
iProver-Eq---0.85,258.21738,5922.00000,0.00000
Bliksem---1.12,241.53531,5186.00000,17.00000
Vampire-SAT---4.2,231.29449,1808.00000,25.00000
TPS---3.120601S1b,230.47738,1480.00000,19.00000
Equinox---5.0,226.96715,4924.00000,1.00000
Metis---2.3,218.03905,5239.00000,1.00000
Geo-III---2016C,217.59799,4557.00000,10.00000
DCTP---1.31,211.94087,3575.00000,46.00000
SInE---0.4,204.83866,3719.00000,0.00000
Paradox---3.0,202.42881,2829.00000,2.00000
ZenonModulo---0.4.1,200.59978,3279.00000,26.00000
Fampire---1.3,200.10241,3803.00000,1.00000
CVC4-TFF---1.5.2,199.49476,1154.00000,6.00000
SRASS---0.1,196.65819,3696.00000,1.00000
Zipperpin---0.4,195.71330,4922.00000,0.00000
Gandalf---c-2.6,189.93479,3575.00000,0.00000
iProverMo---0.7-0.3,184.88063,4211.00000,0.00000
Zipperpin-TFF---0.4,174.34435,608.00000,79.00000
ePrincess---1.0,166.29131,3397.00000,1.00000
iProver-SAT---2.6,141.12216,1561.00000,0.00000
leanCoP---2.2,129.96587,2793.00000,0.00000
CVC4-SAT---1.5.2,119.03626,1415.00000,0.00000
SOS---2.0,115.14915,3172.00000,0.00000
DarwinFM---1.4.5,106.86396,1394.00000,0.00000
CVC4-TFN---1.5.2,104.71142,755.00000,3.00000
SPASS+T---2.2.22,102.51395,812.00000,0.00000
cocATP---0.2.0,100.04167,722.00000,3.00000
FDP---0.9.16,95.94903,2387.00000,0.00000
Mace4---1109a,88.51069,1035.00000,2.00000
Waldmeister---710,88.33830,841.00000,30.00000
Refute---2015,88.01029,463.00000,0.00000
Muscadet---4.5,81.71127,1679.00000,0.00000
S-SETHEO---0.0,69.79293,1768.00000,0.00000
SuperZenon---0.0.1,67.76009,1860.00000,0.00000
Zenon---0.7.1,64.60931,1795.00000,0.00000
Faust---1.0,62.22936,1884.00000,0.00000
SPASS-XDB---0.8,55.63903,479.00000,1.00000
Twee---1.0,47.16111,711.00000,2.00000
GrAnDe---1.1,41.04532,645.00000,8.00000
SETHEO---3.3,39.78785,1100.00000,0.00000
Otter---3.3,39.39470,1111.00000,0.00000
Fiesta---2,29.14347,633.00000,0.00000
EQP---0.9e,24.95300,571.00000,0.00000
CARINE---0.734,24.13789,745.00000,0.00000
Matita---1.0,23.83933,551.00000,0.00000
CiME---2.01,22.84589,530.00000,0.00000
Crossbow---0.1,0.22222,2.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Scavenger---EP-0.1,0.00000,0.00000,0.00000
iProverMo-TF0---2.5-0.1,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
Leo-III---1.0,0.00000,0.00000,0.00000
HOLyHammer---140616,0.00000,0.00000,0.00000
