Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.0,1301.16243,12774.00000,247.00000
VampireZ3---1.0,815.97808,11591.00000,4.00000
ET---0.2,813.99385,10499.00000,38.00000
Isabelle---2015,812.11121,10592.00000,2.00000
Isabelle-HOT---2015,798.88747,10510.00000,0.00000
E-SAT---1.9.1,781.81808,10913.00000,2.00000
E---1.9.1,778.81784,10906.00000,0.00000
LEO-II---1.6.2,519.93001,6637.00000,13.00000
CVC4---1.5pre,488.36874,8024.00000,23.00000
iProver---2.0,434.29075,7741.00000,13.00000
Beagle---0.9.32,396.38570,7667.00000,3.00000
Satallax---2.8,391.41905,2161.00000,12.00000
SPASS---3.7,387.62869,7931.00000,2.00000
Prover9---1109a,359.77018,6395.00000,39.00000
Satallax_MaLeS---1.3,347.24524,2031.00000,13.00000
SNARK---20120808r022,333.68106,6847.00000,1.00000
CVC4-SAT---1.5pre,323.91260,6637.00000,1.00000
Nitpick---2015,309.88029,1660.00000,103.00000
Z3---4.4-TPTP,297.84703,4710.00000,11.00000
E-Darwin---1.5,283.70925,6510.00000,0.00000
agsyHOL---1.0,274.04286,1731.00000,8.00000
Darwin---1.4.5,262.97438,5844.00000,3.00000
iProver-Eq---0.85,251.96292,5922.00000,0.00000
Bliksem---1.12,242.41704,5172.00000,20.00000
TPS---3.120601S1b,234.25952,1480.00000,22.00000
Geo-III---2015E,227.92286,4774.00000,10.00000
Equinox---5.0,222.71256,4956.00000,1.00000
ZenonModulo---0.4.1,220.91211,3209.00000,97.00000
DCTP---1.31,213.74698,3575.00000,52.00000
Metis---2.3,212.40400,5216.00000,1.00000
Fampire---1.3,191.83674,3781.00000,1.00000
SRASS---0.1,189.94778,3696.00000,2.00000
Gandalf---c-2.6,188.23107,3575.00000,1.00000
SInE---0.4,187.49979,3684.00000,0.00000
Vampire-SAT---4.0,184.34556,1670.00000,18.00000
iProverMo---0.7-0.3,177.98202,4196.00000,0.00000
ePrincess---1.0,160.67763,3353.00000,2.00000
iProver-SAT---2.0,160.20641,1463.00000,53.00000
Paradox---4.0,150.41331,1468.00000,4.00000
CVC4-TFN---1.5pre,123.44823,934.00000,5.00000
CVC4-TFF---1.5pre,123.17641,956.00000,0.00000
leanCoP---2.2,118.86641,2758.00000,0.00000
SOS---2.0,112.85904,3170.00000,0.00000
ZenonArith---0.1.0,112.32103,2273.00000,6.00000
DarwinFM---1.4.5,101.81258,1354.00000,0.00000
cocATP---0.2.0,100.56667,725.00000,3.00000
Princess---150706,97.86850,887.00000,0.00000
FDP---0.9.16,96.12333,2387.00000,0.00000
Mace4---1109a,86.41338,999.00000,2.00000
Refute---2015,85.93279,458.00000,0.00000
Zipperpin---0.4,85.33750,2365.00000,0.00000
Waldmeister---710,83.39017,740.00000,30.00000
Muscadet---4.5,81.06742,1672.00000,4.00000
SPASS+T---2.2.22,72.89651,757.00000,0.00000
S-SETHEO---0.0,69.62047,1768.00000,0.00000
SuperZenon---0.0.1,63.34603,1850.00000,0.00000
Faust---1.0,62.03481,1884.00000,0.00000
Zenon---0.7.1,60.27010,1787.00000,0.00000
Zipperpin-TFF---0.4,51.64816,433.00000,5.00000
GrAnDe---1.1,43.37847,646.00000,8.00000
SPASS-XDB---0.8,43.30588,479.00000,0.00000
SETHEO---3.3,39.43517,1100.00000,0.00000
Otter---3.3,38.08923,1068.00000,0.00000
Fiesta---2,30.25207,633.00000,0.00000
EQP---0.9e,25.77100,571.00000,0.00000
Matita---1.0,24.46794,551.00000,0.00000
CARINE---0.734,24.27735,745.00000,0.00000
CiME---2.01,23.46805,529.00000,0.00000
Crossbow---0.1,0.22222,2.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
