Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.0.5,1427.15126,12930.00000,262.00000
ET---0.2,859.95371,10534.00000,42.00000
E---1.9.1,838.80671,10977.00000,3.00000
Isabelle---2015,832.72341,10635.00000,3.00000
Isabelle-HOT---2015,826.16055,10587.00000,0.00000
E-SAT---1.9.1,822.56726,10895.00000,1.00000
Z3---4.4.1,554.65665,8142.00000,37.00000
LEO-II---1.6.2,523.04763,6649.00000,9.00000
CVC4---1.5j8,498.44475,8054.00000,23.00000
iProver---2.5,474.24607,7872.00000,12.00000
Beagle---0.9.32,413.14519,7689.00000,1.00000
SPASS---3.7,399.15489,7922.00000,2.00000
Satallax---2.8,393.92143,2172.00000,10.00000
Prover9---1109a,357.15404,6395.00000,25.00000
SNARK---20120808r022,348.33552,6859.00000,4.00000
Satallax_MaLeS---1.3,347.53095,2034.00000,13.00000
Nitpick---2015,328.59138,1722.00000,108.00000
Princess---150706,294.99672,4470.00000,4.00000
E-Darwin---1.5,290.05156,6520.00000,0.00000
agsyHOL---1.0,276.19524,1739.00000,9.00000
Darwin---1.4.5,271.29284,5858.00000,4.00000
iProver-Eq---0.85,256.74634,5922.00000,0.00000
Vampire-SAT---4.0.5,246.85063,1822.00000,27.00000
Bliksem---1.12,239.32008,5181.00000,16.00000
TPS---3.120601S1b,233.29286,1480.00000,21.00000
Geo-III---2015E,231.24186,4793.00000,6.00000
Equinox---5.0,227.31327,4924.00000,2.00000
Metis---2.3,216.19784,5229.00000,2.00000
DCTP---1.31,212.92184,3575.00000,49.00000
Paradox---3.0,202.46418,2826.00000,2.00000
Fampire---1.3,200.83433,3782.00000,2.00000
SInE---0.4,199.97619,3701.00000,0.00000
SRASS---0.1,197.39341,3696.00000,1.00000
Zipperpin---0.4,193.95571,4917.00000,0.00000
ZenonModulo---0.4.1,192.32514,3258.00000,26.00000
Gandalf---c-2.6,189.55151,3575.00000,0.00000
iProverMo---0.7-0.3,183.28086,4202.00000,0.00000
Zipperpin-TFF---0.4,169.75689,593.00000,81.00000
ePrincess---1.0,166.77712,3379.00000,5.00000
iProver-SAT---2.5,140.83617,1510.00000,0.00000
leanCoP---2.2,126.62544,2780.00000,0.00000
CVC4-TFF---1.5j8,125.08698,965.00000,0.00000
CVC4-TFN---1.5j8,124.65444,942.00000,4.00000
ZenonArith---0.1.0,119.31488,2273.00000,6.00000
SOS---2.0,113.74774,3170.00000,0.00000
DarwinFM---1.4.5,107.38644,1391.00000,0.00000
CVC4-SAT---1.5j8,101.37411,1375.00000,0.00000
cocATP---0.2.0,99.93571,722.00000,3.00000
FDP---0.9.16,96.09674,2387.00000,0.00000
SPASS+T---2.2.22,90.24286,807.00000,0.00000
Mace4---1109a,88.97398,1038.00000,3.00000
Waldmeister---710,88.41961,841.00000,29.00000
Refute---2015,87.92276,463.00000,0.00000
Muscadet---4.5,82.85353,1676.00000,3.00000
S-SETHEO---0.0,69.75037,1768.00000,0.00000
SuperZenon---0.0.1,65.40107,1855.00000,0.00000
Zenon---0.7.1,62.23531,1791.00000,0.00000
Faust---1.0,61.78722,1884.00000,0.00000
SPASS-XDB---0.8,48.32193,479.00000,0.00000
Twee---1.0,47.12338,711.00000,2.00000
GrAnDe---1.1,40.99436,645.00000,8.00000
SETHEO---3.3,39.74492,1100.00000,0.00000
Otter---3.3,39.09284,1106.00000,0.00000
Fiesta---2,28.98398,633.00000,0.00000
EQP---0.9e,25.00917,571.00000,0.00000
CARINE---0.734,24.09097,745.00000,0.00000
Matita---1.0,23.70585,551.00000,0.00000
CiME---2.01,22.73720,530.00000,0.00000
Crossbow---0.1,0.22222,2.00000,0.00000
HOLyHammer---140616,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
