Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.7,1444.53947,17193.00000,171.00000
SnakeForV---1.0,1024.47476,14428.00000,94.00000
Vampire-SAT---4.7,783.51260,12778.00000,13.00000
E-SAT---3.0,751.45348,14251.00000,1.00000
E---3.0,750.06197,14250.00000,0.00000
SnakeForV-SAT---1.0,732.05634,13146.00000,10.00000
Leo-III---1.7.0,721.88513,12422.00000,7.00000
Leo-III---1.7.7,720.57585,12549.00000,5.00000
cvc5---1.0,692.84807,12128.00000,40.00000
cvc5-SAT---1.0,565.40774,9691.00000,70.00000
Zipperpin---2.1.999,561.75041,11455.00000,19.00000
CSE_E---1.4,527.23749,10651.00000,26.00000
Isabelle---2016,520.05792,11132.00000,1.00000
iProver---3.7,514.98279,11670.00000,6.00000
Isabelle-HOT---2016,513.44394,11045.00000,1.00000
Z3---4.8.9.0,458.72627,8709.00000,52.00000
Etableau---0.67,374.80522,9950.00000,1.00000
Enigma---0.5.1,352.79432,6418.00000,20.00000
GKC---0.7,345.83028,8937.00000,7.00000
Drodi---3.5.1,317.89070,9345.00000,0.00000
Beagle---0.9.47,316.91382,8184.00000,2.00000
SPASS---3.9,268.26196,8305.00000,3.00000
Satallax---3.5,259.19479,2696.00000,13.00000
LEO-II---1.7.0,258.95043,6636.00000,1.00000
ET---2.0,257.92138,5384.00000,7.00000
SNARK---20120808r022,251.44100,7301.00000,1.00000
Prover9---1109a,231.64016,6428.00000,9.00000
SATCoP---0.1,231.05588,6723.00000,7.00000
Nitpick---2016,229.34039,1809.00000,16.00000
Princess---230526,219.71345,4559.00000,2.00000
Lash---1.12,212.62247,2403.00000,9.00000
Twee---2.4.1,207.87214,4985.00000,13.00000
E-Darwin---1.5,200.94076,6750.00000,1.00000
Equinox---6.0.1a,199.94256,6526.00000,2.00000
Darwin---1.4.5,193.07226,6167.00000,4.00000
Paradox---4.0,187.62272,3184.00000,10.00000
Geo-III---2018C,178.60494,5086.00000,10.00000
HOLyHammer---0.21,177.63805,1781.00000,2.00000
Bliksem---1.12,173.89968,5652.00000,0.00000
iProver-Eq---0.85,172.42903,5882.00000,0.00000
Metis---2.4,161.06828,5642.00000,0.00000
DCTP---1.31,159.16506,3574.00000,47.00000
ZenonModulo---0.4.2,149.34564,3479.00000,0.00000
Satallax_MaLeS---1.3,146.48735,2029.00000,2.00000
Fampire---1.3,136.33845,4067.00000,4.00000
CSE---1.5,134.22529,4920.00000,0.00000
DarwinFM---1.4.5,127.83977,2961.00000,0.00000
SInE---0.4,121.50861,3808.00000,0.00000
Gandalf---c-2.6,117.78847,3562.00000,0.00000
SRASS---0.1,116.77404,3657.00000,0.00000
TPS---3.120601S1b,113.85526,1470.00000,18.00000
Otter---3.3,107.21957,4397.00000,0.00000
ePrincess---1.0,105.54849,3440.00000,2.00000
iProver-SAT---3.7,101.85371,1657.00000,1.00000
lazyCoP---0.1,101.63952,3995.00000,0.00000
agsyHOL---1.0,99.24586,1415.00000,4.00000
iProverMo---2.5-0.1,87.08049,3392.00000,0.00000
PyRes---1.3,85.40071,3519.00000,0.00000
leanCoP---2.2,81.72375,2943.00000,0.00000
nanoCoP---2.0,81.47591,2943.00000,1.00000
SOS---2.0,81.45618,3266.00000,2.00000
SPASS+T---2.2.22,80.96260,835.00000,3.00000
Waldmeister---710,76.30356,929.00000,26.00000
Mace4---1109a,73.60676,1057.00000,1.00000
Refute---2015,67.95906,463.00000,0.00000
FDP---0.9.16,66.40962,2386.00000,0.00000
Crossbow---0.1,59.86649,791.00000,3.00000
RPx---1.0,56.35146,2301.00000,0.00000
cocATP---0.2.0,47.38731,718.00000,1.00000
S-SETHEO---0.0,45.01136,1767.00000,0.00000
SuperZenon---0.0.1,44.62757,1912.00000,0.00000
GrAnDe---1.1,43.33280,787.00000,5.00000
Zenon---0.7.1,42.72422,1842.00000,0.00000
Faust---1.0,39.98773,1826.00000,0.00000
SETHEO---3.3,26.54206,1099.00000,0.00000
MaedMax---1.4,24.79983,754.00000,0.00000
Fiesta---2,22.07501,704.00000,0.00000
EQP---0.9e,19.10808,640.00000,0.00000
Matita---1.0,18.54189,630.00000,0.00000
CiME---2.01,16.68080,567.00000,0.00000
CARINE---0.734,16.44687,744.00000,0.00000
Moca---0.1,15.79891,681.00000,0.00000
Goeland---1.0.0,15.61472,768.00000,0.00000
Toma---0.2,6.59332,242.00000,0.00000
CSE-F---1.0,2.77375,113.00000,0.00000
JavaRes---1.3.0,1.89736,94.00000,0.00000
Scavenger---EP-0.2,0.14382,5.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
