Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire-SAT---4.3,102.54255,792.00000,5.00000
Paradox---4.0,94.14628,716.00000,6.00000
Nitpick---2016,55.39244,583.00000,0.00000
DarwinFM---1.4.5,53.20617,611.00000,0.00000
Mace4---1109a,52.89111,507.00000,1.00000
iProver-SAT---3.0,51.70561,625.00000,0.00000
CVC4-SAT---1.7,47.70958,579.00000,0.00000
iProver---3.0,37.82404,523.00000,0.00000
Vampire---4.3,34.56121,445.00000,2.00000
E-SAT---2.4,32.67918,453.00000,0.00000
E---2.4,32.39347,451.00000,0.00000
SPASS---3.9,29.20822,383.00000,0.00000
Geo-III---2018C,29.14447,396.00000,0.00000
Beagle---0.9.47,24.53407,342.00000,0.00000
E-Darwin---1.5,19.10540,345.00000,0.00000
Equinox---6.0.1a,18.66616,317.00000,0.00000
DCTP---1.31,18.65591,330.00000,0.00000
iProver-Eq---0.85,16.62204,306.00000,0.00000
Z3---4.4.1,15.53368,286.00000,0.00000
Metis---2.4,14.43071,276.00000,0.00000
Darwin---1.4.5,13.86598,262.00000,0.00000
FDP---0.9.16,12.56599,229.00000,0.00000
Twee---2.2,12.20663,199.00000,0.00000
Bliksem---1.12,6.30591,121.00000,0.00000
CiME---2.01,2.42354,41.00000,0.00000
MaedMax---0.9,0.75924,15.00000,0.00000
Waldmeister---710,0.46596,9.00000,0.00000
LEO-II---1.7.0,0.41600,10.00000,0.00000
CVC4---1.7,0.03846,1.00000,0.00000
Otter---3.3,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
SInE---0.4,0.00000,0.00000,0.00000
SNARK---20120808r022,0.00000,0.00000,0.00000
leanCoP---2.2,0.00000,0.00000,0.00000
CSE_E---1.0,0.00000,0.00000,0.00000
ZenonModulo---0.4.2,0.00000,0.00000,0.00000
S-SETHEO---0.0,0.00000,0.00000,0.00000
CSE---1.1,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
Isabelle---2016,0.00000,0.00000,0.00000
Zipperpin---1.4,0.00000,0.00000,0.00000
Leo-III---1.3,0.00000,0.00000,0.00000
HOLyHammer---140616,0.00000,0.00000,0.00000
SOS---2.0,0.00000,0.00000,0.00000
SETHEO---3.3,0.00000,0.00000,0.00000
Fampire---1.3,0.00000,0.00000,0.00000
SuperZenon---0.0.1,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
Scavenger---EP-0.2,0.00000,0.00000,0.00000
Isabelle-HOT---2016,0.00000,0.00000,0.00000
Moca---0.1,0.00000,0.00000,0.00000
Gandalf---c-2.6,0.00000,0.00000,0.00000
nanoCoP---1.1,0.00000,0.00000,0.00000
CARINE---0.734,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
SRASS---0.1,0.00000,0.00000,0.00000
Zenon---0.7.1,0.00000,0.00000,0.00000
Princess---170717,0.00000,0.00000,0.00000
SPASS-XDB---0.8,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
iProverMo---2.5-0.1,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
Faust---1.0,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
Prover9---1109a,0.00000,0.00000,0.00000
ePrincess---1.0,0.00000,0.00000,0.00000
Satallax---3.4,0.00000,0.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
