Algorithm,Shapley Value,Standalone Performance,Marginal Performance
Vampire---4.6.1,265.71422,3685.00000,39.00000
CSE_E---1.3,237.65024,3706.00000,14.00000
E---2.6.X,187.31874,3526.00000,0.00000
E-SAT---2.6.X,187.18938,3524.00000,0.00000
Leo-III---1.6.6,164.92686,3350.00000,0.00000
iProver---3.5,153.75712,3262.00000,2.00000
Etableau---0.67,146.54688,3142.00000,3.00000
cvc5---1.0,140.75293,2846.00000,6.00000
Isabelle---2016,134.52026,3117.00000,0.00000
GKC---0.7,132.12828,2982.00000,3.00000
Isabelle-HOT---2016,132.01223,3086.00000,0.00000
Zipperpin---2.1,129.21244,3052.00000,0.00000
DCTP---1.31,121.21341,2132.00000,47.00000
Prover9---1109a,118.67222,2628.00000,8.00000
Vampire-SAT---4.6.1,103.05987,2712.00000,1.00000
Gandalf---c-2.6,100.52182,2498.00000,0.00000
SPASS---3.9,99.99475,2648.00000,1.00000
Drodi---3.1.5,94.19195,2560.00000,0.00000
SATCoP---0.1,91.87412,2268.00000,6.00000
Z3---4.8.9.0,88.99579,2087.00000,2.00000
SNARK---20120808r022,79.09442,2245.00000,1.00000
Beagle---0.9.47,77.77408,2301.00000,0.00000
Twee---2.4,76.00685,1639.00000,9.00000
cvc5-SAT---1.0,68.20401,1923.00000,0.00000
E-Darwin---1.5,64.84420,1979.00000,0.00000
Bliksem---1.12,63.35148,1893.00000,0.00000
Darwin---1.4.5,61.37881,1796.00000,3.00000
Equinox---6.0.1a,57.60354,1733.00000,0.00000
CSE---1.4,57.34744,1775.00000,1.00000
Geo-III---2018C,49.35573,1391.00000,1.00000
iProver-Eq---0.85,47.01632,1555.00000,0.00000
LEO-II---1.7.0,46.23987,1401.00000,0.00000
Metis---2.4,43.52068,1415.00000,0.00000
SOS---2.0,43.12020,1410.00000,0.00000
lazyCoP---0.1,40.87939,1415.00000,0.00000
FDP---0.9.16,37.67263,1341.00000,0.00000
S-SETHEO---0.0,37.23065,1255.00000,0.00000
iProverMo---2.5-0.1,37.20168,1187.00000,0.00000
PyRes---1.3,28.92834,1079.00000,0.00000
SETHEO---3.3,21.16613,753.00000,0.00000
Faust---1.0,20.43983,778.00000,0.00000
Otter---3.3,20.39844,717.00000,0.00000
ZenonModulo---0.4.2,18.86355,688.00000,0.00000
RPx---1.0,17.62391,683.00000,0.00000
CARINE---0.734,11.26145,452.00000,0.00000
Moca---0.1,7.80487,317.00000,0.00000
CSE-F---1.0,0.97531,30.00000,0.00000
JavaRes---1.3.0,0.40820,14.00000,0.00000
Scavenger---EP-0.1,0.03448,1.00000,0.00000
Enigma---0.5.1,0.00000,0.00000,0.00000
SaKo---3.9-0.5.3,0.00000,0.00000,0.00000
agsyHOL---1.0,0.00000,0.00000,0.00000
Nitpick---2016,0.00000,0.00000,0.00000
cocATP---0.2.0,0.00000,0.00000,0.00000
EQP---0.9e,0.00000,0.00000,0.00000
PEPR---0.0ps,0.00000,0.00000,0.00000
lambdaE---22.03.23,0.00000,0.00000,0.00000
Satallax---3.5,0.00000,0.00000,0.00000
nanoCoP---1.1,0.00000,0.00000,0.00000
Waldmeister---710,0.00000,0.00000,0.00000
SRASS---0.1,0.00000,0.00000,0.00000
MaedMax---1.3,0.00000,0.00000,0.00000
HOLyHammer---0.21,0.00000,0.00000,0.00000
Infinox---1.0,0.00000,0.00000,0.00000
Mace4---1109a,0.00000,0.00000,0.00000
ePrincess---1.0,0.00000,0.00000,0.00000
iProver-SAT---3.5,0.00000,0.00000,0.00000
Matita---1.0,0.00000,0.00000,0.00000
DarwinFM---1.4.5,0.00000,0.00000,0.00000
ET---2.0,0.00000,0.00000,0.00000
Paradox---4.0,0.00000,0.00000,0.00000
Crossbow---0.1,0.00000,0.00000,0.00000
Fiesta---2,0.00000,0.00000,0.00000
Fampire---1.3,0.00000,0.00000,0.00000
Princess---170717,0.00000,0.00000,0.00000
Muscadet---4.5,0.00000,0.00000,0.00000
CiME---2.01,0.00000,0.00000,0.00000
SuperZenon---0.0.1,0.00000,0.00000,0.00000
SInE---0.4,0.00000,0.00000,0.00000
leanCoP---2.2,0.00000,0.00000,0.00000
Zenon---0.7.1,0.00000,0.00000,0.00000
Refute---2015,0.00000,0.00000,0.00000
E-KRHyper---1.4,0.00000,0.00000,0.00000
Satallax_MaLeS---1.3,0.00000,0.00000,0.00000
SPASS+T---2.2.22,0.00000,0.00000,0.00000
TPS---3.120601S1b,0.00000,0.00000,0.00000
GrAnDe---1.1,0.00000,0.00000,0.00000
